"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-10","0.01",",,a","84","H,,S","92",",,a","76",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-11","0.08",",,a","84","H,,S","92",",,a","78",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-12","0.01",",,a","84","H,,S","92",",,a","78",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-13","0.00",",,a","84","H,,S","92",",,a","76",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-14","0.00",",,a","84","H,,S","91",",,a","78",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-15","0.00",",,a","85","H,,S","92",",,a","75",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-16","0.00",",,a","86","H,,S","92",",,a","78",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-17","0.00",",,a","86","H,,S","95",",,a","81",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-18","0.00",",,a","85","H,,S","93",",,a","80",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-19","0.22",",,a","85","H,,S","92",",,a","77",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-20","0.00",",,a","85","H,,S","94",",,a","79",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-21","0.00",",,a","84","H,,S","94",",,a","79",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-22","0.00",",,a","83","H,,S","93",",,a","78",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-23","0.00",",,a","79","H,,S","87",",,a","73",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-24",,,"84","H,,S","89",",,a","75",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-25","0.00",",,a","77","H,,S","88",",,a","79",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-26","3.34",",,a","78","H,,S","83",",,a","74",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-27","6.78",",,a","78","H,,S","84",",,a","76",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-28","0.73",",,a","80","H,,S","87",",,a","70",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-29","0.55",",,a","81","H,,S","88",",,a","75",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-30","0.06",",,a","83","H,,S","89",",,a","75",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-01-31","0.00",",,a","83","H,,S","89",",,a","77",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-01","0.00",",,a","85","H,,S","91",",,a","77",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-02","0.00",",,a","85","H,,S","91",",,a","80",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-03","0.00",",,a","83","H,,S","92",",,a","81",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-04","3.64",",,a","80","H,,S","85",",,a","77",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-05","0.20",",,a","82","H,,S","91",",,a","76",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-06","0.00",",,a","80","H,,S","87",",,a","74",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-07","0.00",",,a","80","H,,S","87",",,a","74",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-08","0.28",",,a","81","H,,S","87",",,a","73",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-09","0.00",",,a","81","H,,S","88",",,a","74",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-10","0.00",",,a","83","H,,S","89",",,a","75",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-11","0.00",",,a","84","H,,S","90",",,a","78",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-12","0.00",",,a","82","H,,S","88",",,a","77",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-13","0.01",",,a","81","H,,S","90",",,a","76",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-14","0.11",",,a","82","H,,S","92",",,a","76",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-15","0.00",",,a","80","H,,S","89",",,a","76",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-16","0.20",",,a","81","H,,S","90",",,a","76",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-17","0.01",",,a","80","H,,S","89",",,a","76",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-18","0.24",",,a","83","H,,S","90",",,a","76",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-19","0.00",",,a","83","H,,S","89",",,a","74",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-20","0.00",",,a","82","H,,S","90",",,a","76",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-21","0.00",",,a","83","H,,S","90",",,a","75",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-22","0.00",",,a","84","H,,S","91",",,a","77",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-23","0.00",",,a","83","H,,S","91",",,a","79",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-24","0.00",",,a","85","H,,S","94",",,a","77",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-25","0.00",",,a","86","H,,S","93",",,a","78",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-26","0.00",",,a","86","H,,S","96",",,a","80",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-27","0.00",",,a","87","H,,S","96",",,a","80",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-02-28","0.05",",,a","87","H,,S","94",",,a","78",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-01","0.00",",,a","87","H,,S","95",",,a","81",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-02","0.00",",,a","89","H,,S","97",",,a","81",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-03","0.00",",,a","89","H,,S","97",",,a","82",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-04","0.00",",,a","89","H,,S","99",",,a","82",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-05","0.00",",,a","89","H,,S","98",",,a","82",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-06","0.00",",,a","88","H,,S","95",",,a","83",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-07","0.00",",,a","89","H,,S","97",",,a","84",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-08","0.00",",,a","89","H,,S","97",",,a","82",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-09","0.00",",,a","88","H,,S","96",",,a","83",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-10","0.00",",,a","87","H,,S","96",",,a","83",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-11","0.00",",,a","85","H,,S","94",",,a","78",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-12","0.00",",,a","84","H,,S","93",",,a","79",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-13","0.00",",,a","78","H,,S","85",",,a","79",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-14","1.43",",,a","82","H,,S","90",",,a","75",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-15","0.01",",,a","81","H,,S","88",",,a","76",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-16","0.00",",,a","82","H,,S","90",",,a","74",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-17","0.00",",,a","82","H,,S","91",",,a","76",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-18","0.00",",,a","81","H,,S","89",",,a","74",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-19","0.00",",,a","82","H,,S","90",",,a","73",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-20","0.00",",,a","81","H,,S","89",",,a","75",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-21","0.00",",,a","80","H,,S","89",",,a","72",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-22","0.00",",,a","79","H,,S","88",",,a","70",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-23","0.00",",,a","80","H,,S","88",",,a","69",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-24","0.00",",,a","79","H,,S","88",",,a","70",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-25","0.00",",,a","82","H,,S","89",",,a","69",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-26","0.09",",,a","81","H,,S","88",",,a","77",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-27","0.00",",,a","82","H,,S","91",",,a","72",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-28","0.02",",,a","81","H,,S","91",",,a","75",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-29","0.01",",,a","81","H,,S","96",",,a","70",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-30","0.00",",,a","80","H,,S","95",",,a","69",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-03-31","0.00",",,a","81","H,,S","94",",,a","64",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-01","0.00",",,a","83","H,,S","91",",,a","68",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-02","0.63",",,a","80","H,,S","86",",,a","73",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-03","0.01",",,a","82","H,,S","89",",,a","74",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-04","0.00",",,a","83","H,,S","90",",,a","75",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-05","0.01",",,a","81","H,,S","89",",,a","77",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-06","0.01",",,a","83","H,,S","89",",,a","73",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-07","0.00",",,a","81","H,,S","90",",,a","77",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-08","0.00",",,a","83","H,,S","91",",,a","74",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-09","0.00",",,a","80","H,,S","89",",,a","77",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-10","0.01",",,a","83","H,,S","92",",,a","71",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-11","0.00",",,a","83","H,,S","92",",,a","76",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-12","0.00",",,a","81","H,,S","91",",,a","75",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-13","0.00",",,a","80","H,,S","90",",,a","74",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-14","0.00",",,a","80","H,,S","90",",,a","71",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-15","0.00",",,a","77","H,,S","88",",,a","69",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-16","0.00",",,a","78","H,,S","88",",,a","65",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-17","0.00",",,a","78","H,,S","86",",,a","68",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-18","0.00",",,a","78","H,,S","88",",,a","70",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-19","0.00",",,a","79","H,,S","88",",,a","68",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-20","0.00",",,a","81","H,,S","89",",,a","70",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-21","0.00",",,a","74","H,,S","83",",,a","75",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-22","3.76",",,a","75","H,,S","79",",,a","69",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-23","0.16",",,a","79","H,,S","86",",,a","70",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-24","0.01",",,a","77","H,,S","84",",,a","74",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-25","0.61",",,a","76","H,,S","83",",,a","73",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-26","6.03",",,a","75","H,,S","81",",,a","72",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-27","0.31",",,a","78","H,,S","87",",,a","70",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-28","0.00",",,a","79","H,,S","86",",,a","71",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-29","0.00",",,a","78","H,,S","87",",,a","71",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-04-30","0.00",",,a","78","H,,S","86",",,a","69",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-01","0.00",",,a","78","H,,S","85",",,a","69",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-02","0.00",",,a","76","H,,S","83",",,a","69",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-03","0.01",",,a","77","H,,S","85",",,a","70",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-04","0.00",",,a","77","H,,S","84",",,a","69",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-05","0.00",",,a","78","H,,S","85",",,a","71",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-06","0.00",",,a","78","H,,S","86",",,a","71",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-07","0.00",",,a","77","H,,S","83",",,a","72",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-08","0.15",",,a","75","H,,S","80",",,a","73",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-09","0.31",",,a","74","H,,S","80",",,a","70",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-10","0.49",",,a","73","H,,S","80",",,a","70",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-11","4.02",",,a","72","H,,S","74",",,a","69",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-12","0.77",",,a","73","H,,S","81",",,a","70",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-13","0.20",",,a","77","H,,S","86",",,a","67",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-14","0.00",",,a","75","H,,S","84",",,a","72",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-15","0.00",",,a","77","H,,S","86",",,a","66",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-16","0.00",",,a","77","H,,S","86",",,a","68",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-17","0.00",",,a","77","H,,S","86",",,a","68",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-18","0.00",",,a","78","H,,S","86",",,a","70",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-19","0.00",",,a","76","H,,S","82",",,a","71",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-20","0.02",",,a","76","H,,S","84",",,a","70",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-21","0.06",",,a","74","H,,S","81",",,a","71",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-22","0.00",",,a","74","H,,S","81",",,a","67",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-23","0.00",",,a","74","H,,S","82",",,a","68",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-24","0.00",",,a","73","H,,S","83",",,a","66",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-25","0.00",",,a","73","H,,S","81",",,a","64",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-26","0.00",",,a","72","H,,S","82",",,a","64",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-27","0.00",",,a","70","H,,S","82",",,a","63",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-28",,,"69","H,,S","83",",,a","58",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-29","0.00",",,a","71","H,,S","82",",,a","57",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-30","0.00",",,a","73","H,,S","81",",,a","61",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-05-31","0.00",",,a","69","H,,S","82",",,a","63",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-01","0.00",",,a","68","H,,S","82",",,a","55",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-02","0.00",",,a","73","H,,S","80",",,a","56",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-03","0.00",",,a","72","H,,S","81",",,a","67",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-04","0.00",",,a","75","H,,S","86",",,a","62",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-05","0.00",",,a","74","H,,S","83",",,a","65",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-06","0.00",",,a","76","H,,S","84",",,a","67",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-07","0.94",",,a","74","H,,S","81",",,a","69",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-08","0.00",",,a","71","H,,S","79",",,a","67",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-09","0.00",",,a","64","H,,S","74",",,a","60",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-10","0.00",",,a","60","H,,S","72",",,a","54",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-11","0.00",",,a","59","H,,S","72",",,a","47",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-12","0.00",",,a","61","H,,S","74",",,a","47",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-13","0.00",",,a","61","H,,S","75",",,a","48",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-14","0.00",",,a","66","H,,S","77",",,a","50",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-15","0.00",",,a","71","H,,S","80",",,a","57",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-16","0.00",",,a","71","H,,S","82",",,a","64",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-17","0.00",",,a","71","H,,S","80",",,a","63",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-18","0.00",",,a","67","H,,S","79",",,a","62",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-19","0.00",",,a","66","H,,S","77",",,a","55",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-20","0.00",",,a","70","H,,S","80",",,a","56",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-21","0.00",",,a","70","H,,S","80",",,a","61",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-22","0.00",",,a","68","H,,S","81",",,a","63",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-23","0.00",",,a","68","H,,S","80",",,a","56",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-24","0.00",",,a","69","H,,S","80",",,a","56",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-25","0.00",",,a","70","H,,S","79",",,a","60",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-26","0.00",",,a","73","H,,S","80",",,a","59",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-27","0.00",",,a","73","H,,S","82",",,a","67",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-28","0.00",",,a","67","H,,S","77",",,a","66",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-29","0.00",",,a","72","H,,S","79",",,a","59",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-06-30","0.00",",,a","72","H,,S","78",",,a","68",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-07-01","0.00",",,a","72","H,,S","78",",,a","68",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-07-02","0.00",",,a","70","H,,S","76",",,a","67",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-07-03","0.02",",,a","64","H,,S","71",",,a","66",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-07-04","0.47",",,a","56","H,,S","59",",O,a","55",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-07-05","1.43",",,a","57","H,,S","61",",,a","54",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-07-06","0.04",",,a","61","H,,S","72",",,a","51",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-07-07","0.00",",,a","62","H,,S","74",",,a","50",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-07-08","0.01",",,a","63","H,,S","75",",,a","50",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-07-09","0.00",",,a","64","H,,S","75",",,a","52",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-07-10","0.00",",,a","62","H,,S","74",",,a","53",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-07-11","0.00",",,a","57","H,,S","69",",,a","46",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-07-12","0.00",",,a","64","H,,S","75",",,a","47",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-07-13","0.00",",,a","64","H,,S","74",",,a","53",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-07-14","0.00",",,a","60","H,,S","71",",,a","54",",,a"
"ASN00032040","TOWNSVILLE AERO, AS","-19.2483","146.7661","4.3","2022-07-15","0.00",",,a","64","H,,S","73",",,a","48",",,a"
